,Date,Close,SMA,Decision,Cash Balance,Shares Held,Total Value
90,2014-03-20,50.12,54.291333333333334,1.0,0.0,293.0936554020112,14689.854008748802
91,2014-03-21,50.92,54.321000000000005,1.0,0.0,293.0936554020112,14924.328933070412
92,2014-03-24,48.77,54.135000000000005,1.0,0.0,293.0936554020112,14294.177573956089
93,2014-03-25,47.88,53.967000000000006,1.0,0.0,293.0936554020112,14033.324220648297
94,2014-03-26,44.43,53.64800000000001,1.0,0.0,293.0936554020112,13022.151109511358
95,2014-03-27,46.32,53.29700000000001,1.0,0.0,293.0936554020112,13576.09811822116
96,2014-03-28,47.3,52.991333333333344,1.0,0.0,293.0936554020112,13863.32990051513
97,2014-03-31,46.67,52.63233333333334,1.0,0.0,293.0936554020112,13678.680897611865
98,2014-04-01,46.98,52.25900000000001,1.0,0.0,293.0936554020112,13769.539930786486
99,2014-04-02,45.73,51.933333333333344,1.0,0.0,293.0936554020112,13403.172861533973
100,2014-04-03,44.05,51.514,1.0,0.0,293.0936554020112,12910.775520458594
101,2014-04-04,43.14,51.088,1.0,0.0,293.0936554020112,12644.060294042763
102,2014-04-07,42.45,50.643666666666675,1.0,0.0,293.0936554020112,12441.825671815377
103,2014-04-08,41.78,50.20433333333334,1.0,0.0,293.0936554020112,12245.45292269603
104,2014-04-09,42.49,49.75833333333334,1.0,0.0,293.0936554020112,12453.549418031458
105,2014-04-10,41.34,49.27733333333334,1.0,0.0,293.0936554020112,12116.491714319145
106,2014-04-11,40.05,48.782000000000004,1.0,0.0,293.0936554020112,11738.400898850548
107,2014-04-14,40.87,48.354,1.0,0.0,293.0936554020112,11978.737696280197
108,2014-04-15,45.52,48.062,1.0,0.0,293.0936554020112,13341.623193899552
109,2014-04-16,44.42,47.73,1.0,0.0,293.0936554020112,13019.220172957339
110,2014-04-17,45.01,47.40266666666666,1.0,0.0,293.0936554020112,13192.145429644524
111,2014-04-21,46.13,47.156,0.0,0.0,293.0936554020112,13520.410323694778
112,2014-04-22,46.02,46.894,0.0,0.0,293.0936554020112,13488.170021600557
113,2014-04-23,45.95,46.625,0.0,0.0,293.0936554020112,13467.653465722417
114,2014-04-24,44.82,46.30233333333333,0.0,0.0,293.0936554020112,13136.457635118142
115,2014-04-25,41.61,45.903666666666666,1.0,0.0,293.0936554020112,12195.627001277688
116,2014-04-28,40.73,45.53066666666666,1.0,0.0,293.0936554020112,11937.704584523915
117,2014-04-29,42.62,45.216333333333324,1.0,0.0,293.0936554020112,12491.651593233717
118,2014-04-30,38.97,44.81099999999999,1.0,0.0,293.0936554020112,11421.859751016376
119,2014-05-01,39.09,44.405999999999985,1.0,0.0,293.0936554020112,11457.03098966462
120,2014-05-02,39.02,44.03599999999999,1.0,0.0,293.0936554020112,11436.514433786479
121,2014-05-05,38.75,43.63033333333332,1.0,0.0,293.0936554020112,11357.379146827934
122,2014-05-06,31.85,43.06633333333332,1.0,0.0,293.0936554020112,9335.032924554058
123,2014-05-07,30.66,42.49233333333332,1.0,0.0,293.0936554020112,8986.251474625664
124,2014-05-08,31.96,42.07666666666665,1.0,0.0,293.0936554020112,9367.273226648278
125,2014-05-09,32.05,41.600999999999985,1.0,0.0,293.0936554020112,9393.65165563446
126,2014-05-12,33.94,41.155666666666654,1.0,0.0,293.0936554020112,9947.598664344261
127,2014-05-13,33.39,40.71299999999999,1.0,0.0,293.0936554020112,9786.397153873155
128,2014-05-14,32.85,40.24199999999998,1.0,0.0,293.0936554020112,9628.12657995607
129,2014-05-15,32.77,39.80999999999998,1.0,0.0,293.0936554020112,9604.67908752391
130,2014-05-16,32.26,39.41699999999999,1.0,0.0,293.0936554020112,9455.201323268882
131,2014-05-19,32.07,39.04799999999998,1.0,0.0,293.0936554020112,9399.5135287425
132,2014-05-20,31.77,38.69199999999998,1.0,0.0,293.0936554020112,9311.585432121896
133,2014-05-21,31.75,38.357666666666645,1.0,0.0,293.0936554020112,9305.723559013857
134,2014-05-22,31.52,37.991999999999976,1.0,0.0,293.0936554020112,9238.312018271394
135,2014-05-23,30.5,37.63066666666665,1.0,0.0,293.0936554020112,8939.356489761341
136,2014-05-27,30.51,37.31266666666665,1.0,0.0,293.0936554020112,8942.287426315363
137,2014-05-28,33.77,37.075999999999986,1.0,0.0,293.0936554020112,9897.77274292592
138,2014-05-29,34.0,36.691999999999986,1.0,0.0,293.0936554020112,9965.18428366838
139,2014-05-30,32.44,36.29266666666665,1.0,0.0,293.0936554020112,9507.958181241243
140,2014-06-02,31.75,35.85066666666665,1.0,0.0,293.0936554020112,9305.723559013857
141,2014-06-03,32.58,35.39899999999998,1.0,0.0,293.0936554020112,9548.991292997525
142,2014-06-04,32.9,34.96166666666665,1.0,0.0,293.0936554020112,9642.781262726168
143,2014-06-05,33.89,34.55966666666665,0.0,0.0,293.0936554020112,9932.94398157416
144,2014-06-06,33.33,34.17666666666665,0.0,0.0,293.0936554020112,9768.811534549033
145,2014-06-09,34.47,33.93866666666665,0.0,0.0,293.0936554020112,10102.938301707327
146,2014-06-10,35.37,33.759999999999984,0.0,0.0,293.0936554020112,10366.722591569136
