,Date,Close,SMA,Decision
83,2017-09-20,156.07,156.6175266666667,0.0
84,2017-09-19,158.73,156.27385999999998,0.0
85,2017-09-18,158.67,156.00552666666667,0.0
86,2017-09-15,159.88,155.89986,0.0
87,2017-09-14,158.28,155.92886,0.0
88,2017-09-13,159.65,156.03702666666666,0.0
89,2017-09-12,160.82,156.16102666666663,0.0
90,2017-09-11,161.5,156.33869333333328,0.0
91,2017-09-08,158.63,156.42102666666662,0.0
92,2017-09-07,161.26,156.59702666666666,0.0
93,2017-09-06,161.91,156.66869333333332,0.0
94,2017-09-05,162.08,156.72235999999995,0.0
95,2017-09-01,164.05,156.86135999999996,0.0
96,2017-08-31,164.0,157.09502666666666,0.0
97,2017-08-30,163.35,157.34002666666666,0.0
98,2017-08-29,162.91,157.55202666666665,0.0
99,2017-08-28,161.47,157.73769333333334,0.0
100,2017-08-25,159.86,157.87169333333333,0.0
101,2017-08-24,159.27,158.00402666666665,0.0
102,2017-08-23,159.98,158.15702666666664,0.0
103,2017-08-22,159.78,158.36799999999997,0.0
104,2017-08-21,157.21,158.45899999999997,0.0
105,2017-08-18,157.5,158.58199999999997,0.0
106,2017-08-17,157.87,158.70699999999997,0.0
107,2017-08-16,160.95,158.96266666666665,0.0
108,2017-08-15,161.6,159.20833333333334,0.0
109,2017-08-14,159.85,159.432,0.0
110,2017-08-11,157.48,159.66299999999998,0.0
111,2017-08-10,155.27,159.77566666666664,0.0
112,2017-08-09,161.06,160.03133333333332,0.0
113,2017-08-08,160.08,160.165,0.0
114,2017-08-04,156.39,160.08700000000002,0.0
115,2017-08-03,155.57,159.98366666666666,0.0
116,2017-08-02,157.14,159.89233333333334,0.0
117,2017-08-01,150.05,159.61800000000002,0.0
118,2017-07-31,148.85,159.25800000000007,0.0
119,2017-07-28,149.5,158.88066666666674,0.0
120,2017-07-27,150.56,158.51600000000008,0.0
121,2017-07-26,153.46,158.34366666666673,0.0
122,2017-07-25,152.74,158.05966666666671,0.0
123,2017-07-24,152.09,157.7323333333334,0.0
124,2017-07-21,150.27,157.33866666666674,0.0
125,2017-07-20,150.34,156.88166666666675,0.0
126,2017-07-19,151.02,156.4490000000001,0.0
127,2017-07-18,150.08,156.00666666666675,0.0
128,2017-07-17,149.56,155.56166666666678,0.0
129,2017-07-14,149.04,155.14733333333342,0.0
130,2017-07-13,147.77,154.74433333333346,0.0
131,2017-07-12,145.74,154.29333333333344,0.0
132,2017-07-11,145.53,153.81166666666678,0.0
133,2017-07-10,145.06,153.3210000000001,0.0
134,2017-07-07,144.18,152.8866666666668,0.0
135,2017-07-06,142.73,152.39433333333346,0.0
136,2017-07-05,144.09,151.93500000000012,0.0
137,2017-07-03,143.5,151.35333333333347,0.0
138,2017-06-30,144.02,150.76733333333348,0.0
139,2017-06-29,143.68,150.22833333333347,0.0
140,2017-06-28,145.83,149.84000000000015,0.0
141,2017-06-27,143.74,149.4556666666668,0.0
142,2017-06-26,145.82,148.94766666666678,0.0
143,2017-06-23,146.35,148.49000000000012,0.0
144,2017-06-22,145.63,148.13133333333343,0.0
145,2017-06-21,145.87,147.8080000000001,0.0
146,2017-06-20,145.01,147.40366666666677,0.0
147,2017-06-19,146.34,147.28000000000011,0.0
148,2017-06-16,142.27,147.06066666666678,0.0
149,2017-06-15,144.29,146.8870000000001,0.0
150,2017-06-14,145.16,146.70700000000008,0.0
151,2017-06-13,146.59,146.4780000000001,0.0
152,2017-06-12,145.32,146.23066666666676,0.0
153,2017-06-09,148.98,146.12700000000007,0.0
154,2017-06-08,154.99,146.2843333333334,0.0
155,2017-06-07,155.37,146.45200000000006,0.0
156,2017-06-06,154.45,146.56633333333335,0.0
157,2017-06-05,153.93,146.6946666666667,0.0
158,2017-06-02,155.45,146.89100000000002,0.0
159,2017-06-01,153.18,147.02900000000002,0.0
160,2017-05-31,152.76,147.19533333333337,0.0
161,2017-05-30,153.67,147.4596666666667,0.0
162,2017-05-26,153.61,147.729,0.0
163,2017-05-25,153.87,148.02266666666668,0.0
164,2017-05-24,153.34,148.328,0.0
165,2017-05-23,153.8,148.69700000000003,0.0
166,2017-05-22,153.99,149.02700000000002,0.0
167,2017-05-19,152.96,149.34233333333336,0.0
168,2017-05-18,152.54,149.62633333333332,0.0
169,2017-05-17,150.25,149.84533333333331,0.0
170,2017-05-16,155.47,150.16666666666666,0.0
171,2017-05-15,155.7,150.56533333333334,0.0
172,2017-05-12,156.1,150.90800000000002,0.0
173,2017-05-11,153.95,151.16133333333335,0.0
174,2017-05-10,153.26,151.41566666666668,0.0
175,2017-05-09,153.96,151.68533333333335,0.0
176,2017-05-08,153.0,151.95166666666668,0.0
177,2017-05-05,148.96,152.03900000000002,0.0
178,2017-05-04,146.53,152.18099999999998,0.0
179,2017-05-03,147.06,152.27333333333334,0.0
180,2017-05-02,147.51,152.35166666666666,0.0
181,2017-05-01,146.6,152.352,0.0
182,2017-04-28,143.65,152.29633333333334,0.0
183,2017-04-27,143.79,152.12333333333336,0.0
184,2017-04-26,143.6508,151.74536000000003,0.0
185,2017-04-25,144.54,151.38436000000004,0.0
186,2017-04-24,143.64,151.02402666666674,0.0
187,2017-04-21,142.27,150.63536000000008,0.0
188,2017-04-20,142.44,150.2016933333334,0.0
189,2017-04-19,140.68,149.78502666666674,0.0
190,2017-04-18,141.2,149.39969333333337,0.0
191,2017-04-17,141.83,149.0050266666667,0.0
192,2017-04-13,141.05,148.58636000000007,0.0
193,2017-04-12,141.8,148.18402666666674,0.0
194,2017-04-11,141.63,147.7936933333334,0.0
195,2017-04-10,143.17,147.43936000000005,0.0
196,2017-04-07,143.34,147.0843600000001,0.0
197,2017-04-06,143.66,146.77436000000006,0.0
198,2017-04-05,144.02,146.4903600000001,0.0
199,2017-04-04,144.77,146.30769333333345,0.0
200,2017-04-03,143.7,145.91536000000008,0.0
201,2017-03-31,143.66,145.51402666666675,0.0
202,2017-03-30,143.93,145.1083600000001,0.0
203,2017-03-29,144.12,144.78069333333343,0.0
204,2017-03-28,143.8,144.4653600000001,0.0
205,2017-03-27,140.88,144.02936000000008,0.0
206,2017-03-24,140.64,143.6173600000001,0.0
207,2017-03-23,140.92,143.3493600000001,0.0
208,2017-03-22,141.42,143.17902666666677,0.0
209,2017-03-21,139.84,142.9383600000001,0.0
210,2017-03-20,141.46,142.73669333333342,0.0
211,2017-03-17,139.99,142.51636000000008,0.0
212,2017-03-16,140.69,142.4176933333334,0.0
213,2017-03-15,140.46,142.3066933333334,0.0
214,2017-03-14,138.99,142.15133333333338,0.0
215,2017-03-13,139.2,141.9733333333334,0.0
216,2017-03-10,139.14,141.82333333333338,0.0
217,2017-03-09,138.68,141.70366666666672,0.0
218,2017-03-08,139.0,141.58900000000006,0.0
219,2017-03-07,139.52,141.5503333333334,0.0
220,2017-03-06,139.34,141.4883333333334,0.0
221,2017-03-03,139.78,141.42000000000007,0.0
222,2017-03-02,138.96,141.3503333333334,0.0
223,2017-03-01,139.79,141.2833333333334,0.0
224,2017-02-28,136.99,141.1286666666667,0.0
225,2017-02-27,136.93,140.92066666666673,0.0
226,2017-02-24,136.66,140.69800000000004,0.0
227,2017-02-23,136.53,140.46033333333338,0.0
228,2017-02-22,137.11,140.23000000000005,0.0
229,2017-02-21,136.7,139.96100000000007,0.0
230,2017-02-17,135.72,139.69500000000008,0.0
231,2017-02-16,135.345,139.41783333333342,0.0
232,2017-02-15,135.51,139.13716666666676,0.0
233,2017-02-14,135.02,138.83383333333344,0.0
234,2017-02-13,133.29,138.4835000000001,0.0
235,2017-02-10,132.12,138.19150000000008,0.0
236,2017-02-09,132.42,137.91750000000008,0.0
237,2017-02-08,132.04,137.62150000000008,0.0
238,2017-02-07,131.53,137.2918333333334,0.0
239,2017-02-06,130.29,136.97350000000006,0.0
240,2017-02-03,129.08,136.5608333333334,0.0
241,2017-02-02,128.53,136.17883333333342,0.0
242,2017-02-01,128.75,135.7808333333334,0.0
243,2017-01-31,121.35,135.1438333333334,0.0
244,2017-01-30,121.63,134.56516666666673,0.0
245,2017-01-27,121.95,133.99016666666674,0.0
246,2017-01-26,121.94,133.4168333333334,0.0
247,2017-01-25,121.88,132.8568333333334,0.0
248,2017-01-24,119.97,132.22250000000005,0.0
249,2017-01-23,120.08,131.57450000000006,0.0
250,2017-01-20,120.0,130.9298333333334,0.0
251,2017-01-19,119.78,130.26316666666673,0.0
252,2017-01-18,119.99,129.63083333333338,0.0
253,2017-01-17,120.0,128.97116666666673,0.0
254,2017-01-13,119.04,128.37283333333338,0.0
255,2017-01-12,119.25,127.78350000000005,0.0
256,2017-01-11,119.75,127.21983333333338,0.0
257,2017-01-10,119.11,126.63916666666672,0.0
258,2017-01-09,118.99,126.03516666666671,0.0
259,2017-01-06,117.91,125.40883333333338,0.0
260,2017-01-05,116.61,124.77183333333339,0.0
261,2017-01-04,116.02,124.12766666666673,0.0
262,2017-01-03,116.15,123.48233333333339,0.0
263,2016-12-30,115.82,122.8423333333334,0.0
264,2016-12-29,116.73,122.2903333333334,0.0
265,2016-12-28,116.76,121.7783333333334,0.0
266,2016-12-27,117.26,121.27300000000008,0.0
267,2016-12-23,116.52,120.75566666666674,0.0
268,2016-12-22,116.29,120.24766666666673,0.0
269,2016-12-21,117.06,119.80666666666674,0.0
270,2016-12-20,116.95,119.4023333333334,0.0
271,2016-12-19,116.64,119.00600000000006,0.0
272,2016-12-16,115.97,118.58000000000006,0.0
273,2016-12-15,115.82,118.39566666666673,0.0
274,2016-12-14,115.19,118.18100000000005,0.0
275,2016-12-13,115.19,117.95566666666673,0.0
276,2016-12-12,113.3,117.66766666666673,0.0
277,2016-12-09,113.95,117.40333333333339,0.0
278,2016-12-08,112.12,117.14166666666672,0.0
279,2016-12-07,111.03,116.84000000000007,0.0
280,2016-12-06,109.95,116.50500000000007,0.0
281,2016-12-05,109.11,116.14933333333339,0.0
282,2016-12-02,109.9,115.81300000000007,0.0
283,2016-12-01,109.49,115.46266666666673,0.0
284,2016-11-30,110.52,115.17866666666673,0.0
285,2016-11-29,111.46,114.91900000000007,0.0
286,2016-11-28,111.57,114.6463333333334,0.0
287,2016-11-25,111.79,114.4023333333334,0.0
288,2016-11-23,111.23,114.14366666666675,0.0
289,2016-11-22,111.8,113.94000000000008,0.0
290,2016-11-21,111.73,113.77733333333342,0.0
291,2016-11-18,110.06,113.57866666666675,0.0
292,2016-11-17,109.95,113.37200000000007,0.0
293,2016-11-16,109.99,113.17766666666672,0.0
294,2016-11-15,107.11,112.85700000000006,0.0
295,2016-11-14,105.71,112.48866666666672,0.0
296,2016-11-11,108.43,112.19433333333338,0.0
297,2016-11-10,107.79,111.90333333333338,0.0
298,2016-11-09,110.88,111.72300000000004,0.0
299,2016-11-08,111.06,111.52300000000005,0.0
300,2016-11-07,110.41,111.30500000000005,0.0
301,2016-11-04,108.84,111.04500000000006,0.0
302,2016-11-03,109.83,110.84033333333339,0.0
303,2016-11-02,111.59,110.6993333333334,0.0
304,2016-11-01,111.49,110.57600000000005,0.0
305,2016-10-31,113.54,110.52100000000004,0.0
306,2016-10-28,113.72,110.53500000000004,0.0
307,2016-10-27,114.48,110.55266666666671,0.0
308,2016-10-26,115.59,110.66833333333338,0.0
309,2016-10-25,118.25,110.90900000000005,0.0
310,2016-10-24,117.65,111.16566666666672,0.0
311,2016-10-21,116.6,111.41533333333338,0.0
312,2016-10-20,117.06,111.65400000000004,0.0
313,2016-10-19,117.12,111.90833333333337,0.0
314,2016-10-18,117.47,112.14000000000004,0.0
315,2016-10-17,117.55,112.34300000000005,0.0
316,2016-10-14,117.63,112.54500000000004,0.0
317,2016-10-13,116.98,112.71800000000005,0.0
318,2016-10-12,117.34,112.92166666666671,0.0
319,2016-10-11,116.3,113.07166666666672,0.0
320,2016-10-10,116.05,113.21566666666672,0.0
321,2016-10-07,114.06,113.34900000000006,0.0
322,2016-10-06,113.89,113.48033333333339,0.0
323,2016-10-05,113.05,113.58233333333341,0.0
324,2016-10-04,113.0,113.77866666666674,0.0
325,2016-10-03,112.52,114.00566666666673,0.0
326,2016-09-30,113.05,114.15966666666674,0.0
327,2016-09-29,112.18,114.30600000000007,0.0
328,2016-09-28,113.95,114.40833333333339,0.0
329,2016-09-27,113.09,114.47600000000007,0.0
330,2016-09-26,112.88,114.55833333333341,0.0
331,2016-09-23,112.71,114.6873333333334,0.0
332,2016-09-22,114.62,114.84700000000007,0.0
333,2016-09-21,113.55,114.91233333333341,0.0
334,2016-09-20,113.57,114.98166666666675,0.0
335,2016-09-19,113.58,114.98300000000009,0.0
336,2016-09-16,114.92,115.0230000000001,0.0
337,2016-09-15,115.57,115.05933333333343,0.0
338,2016-09-14,111.77,114.93200000000009,0.0
339,2016-09-13,107.95,114.58866666666675,0.0
340,2016-09-12,105.44,114.18166666666676,0.0
341,2016-09-09,103.13,113.73266666666676,0.0
342,2016-09-08,105.52,113.3480000000001,0.0
343,2016-09-07,108.36,113.0560000000001,0.0
344,2016-09-06,107.7,112.73033333333343,0.0
345,2016-09-02,107.73,112.40300000000009,0.0
346,2016-09-01,106.73,112.03966666666676,0.0
347,2016-08-31,106.1,111.67700000000009,0.0
348,2016-08-30,106.0,111.29900000000008,0.0
349,2016-08-29,106.82,110.98300000000009,0.0
350,2016-08-26,106.94,110.67933333333342,0.0
351,2016-08-25,107.57,110.4630000000001,0.0
352,2016-08-24,108.03,110.26766666666677,0.0
353,2016-08-23,108.85,110.12766666666676,0.0
354,2016-08-22,108.51,109.9780000000001,0.0
355,2016-08-19,109.36,109.87266666666677,0.0
356,2016-08-18,109.08,109.74033333333342,0.0
357,2016-08-17,109.22,109.64166666666675,0.0
358,2016-08-16,109.38,109.48933333333343,0.0
359,2016-08-15,109.48,109.3690000000001,0.0
360,2016-08-12,108.18,109.21233333333342,0.0
361,2016-08-11,107.93,109.05300000000008,0.0
362,2016-08-10,108.0,108.83233333333342,0.0
363,2016-08-09,108.81,108.67433333333341,0.0
364,2016-08-08,108.37,108.50100000000006,0.0
365,2016-08-05,107.48,108.29766666666674,0.0
366,2016-08-04,105.87,107.99600000000007,0.0
367,2016-08-03,105.79,107.67000000000006,0.0
368,2016-08-02,104.48,107.42700000000006,0.0
369,2016-08-01,106.05,107.36366666666673,0.0
370,2016-07-29,104.21,107.32266666666673,0.0
371,2016-07-28,104.34,107.36300000000007,0.0
372,2016-07-27,102.95,107.2773333333334,0.0
373,2016-07-26,96.67,106.88766666666673,0.0
374,2016-07-25,97.34,106.5423333333334,0.0
375,2016-07-22,98.66,106.24000000000007,0.0
376,2016-07-21,99.43,105.99666666666673,0.0
377,2016-07-20,99.96,105.79200000000007,0.0
378,2016-07-19,99.87,105.58766666666673,0.0
379,2016-07-18,99.83,105.35466666666672,0.0
380,2016-07-15,98.78,105.08266666666673,0.0
381,2016-07-14,98.79,104.79000000000005,0.0
382,2016-07-13,96.87,104.41800000000005,0.0
383,2016-07-12,97.42,104.03700000000005,0.0
384,2016-07-11,96.98,103.6526666666667,0.0
385,2016-07-08,96.68,103.23000000000003,0.0
386,2016-07-07,95.94,102.79200000000004,0.0
387,2016-07-06,95.53,102.33566666666671,0.0
388,2016-07-05,94.99,101.85600000000004,0.0
389,2016-07-01,95.89,101.40300000000003,0.0
390,2016-06-30,95.6,100.9836666666667,0.0
391,2016-06-29,94.4,100.53266666666671,0.0
392,2016-06-28,93.59,100.05233333333338,0.0
393,2016-06-27,92.04,99.49333333333338,0.0
394,2016-06-24,93.4,98.99433333333339,0.0
395,2016-06-23,96.1,98.61500000000005,0.0
396,2016-06-22,95.55,98.27100000000006,0.0
397,2016-06-21,95.91,97.94166666666673,0.0
398,2016-06-20,95.1,97.62900000000006,0.0
399,2016-06-17,95.33,97.27166666666672,0.0
400,2016-06-16,97.55,97.04966666666672,0.0
401,2016-06-15,97.14,96.80966666666671,0.0
402,2016-06-14,97.46,96.62666666666672,0.0
403,2016-06-13,97.34,96.64900000000006,0.0
404,2016-06-10,98.83,96.69866666666671,0.0
405,2016-06-09,99.65,96.73166666666673,0.0
406,2016-06-08,98.94,96.71533333333339,0.0
407,2016-06-07,99.03,96.6843333333334,0.0
408,2016-06-06,98.63,96.64300000000007,0.0
409,2016-06-03,97.92,96.57933333333341,0.0
410,2016-06-02,97.72,96.54400000000007,0.0
411,2016-06-01,98.46,96.53300000000007,0.0
412,2016-05-31,99.86,96.63266666666674,0.0
413,2016-05-27,100.35,96.7303333333334,0.0
414,2016-05-26,100.41,96.84466666666673,0.0
415,2016-05-25,99.62,96.94266666666674,0.0
416,2016-05-24,97.9,97.00800000000007,0.0
417,2016-05-23,96.43,97.03800000000005,0.0
418,2016-05-20,95.22,97.04566666666672,0.0
419,2016-05-19,94.2,96.98933333333339,0.0
420,2016-05-18,94.56,96.95466666666672,0.0
421,2016-05-17,93.49,96.92433333333338,0.0
422,2016-05-16,93.88,96.93400000000004,0.0
423,2016-05-13,90.52,96.88333333333338,0.0
424,2016-05-12,90.34,96.78133333333338,0.0
425,2016-05-11,92.51,96.66166666666672,0.0
426,2016-05-10,93.42,96.59066666666672,0.0
427,2016-05-09,92.79,96.48666666666672,0.0
428,2016-05-06,92.72,96.40733333333338,0.0
429,2016-05-05,93.24,96.33766666666672,0.0
430,2016-05-04,94.19,96.22566666666671,0.0
431,2016-05-03,95.18,96.16033333333338,0.0
432,2016-05-02,93.64,96.03300000000004,0.0
433,2016-04-29,93.74,95.91300000000003,0.0
434,2016-04-28,94.83,95.7796666666667,0.0
435,2016-04-27,97.82,95.71866666666669,0.0
436,2016-04-26,104.35,95.89900000000003,0.0
437,2016-04-25,105.08,96.10066666666668,0.0
438,2016-04-22,105.68,96.33566666666667,0.0
439,2016-04-21,105.97,96.604,0.0
440,2016-04-20,107.13,96.91766666666668,0.0
441,2016-04-19,106.91,97.19933333333333,0.0
442,2016-04-18,107.48,97.45333333333333,0.0
443,2016-04-15,109.85,97.77,0.0
444,2016-04-14,112.1,98.15966666666667,0.0
445,2016-04-13,112.04,98.57366666666667,0.0
446,2016-04-12,110.44,98.99166666666666,0.0
447,2016-04-11,109.02,99.41133333333333,0.0
448,2016-04-08,108.66,99.85933333333334,0.0
449,2016-04-07,108.54,100.33733333333335,0.0
450,2016-04-06,110.96,100.88400000000001,0.0
451,2016-04-05,109.81,101.42800000000003,0.0
452,2016-04-04,111.12,102.00266666666668,0.0
453,2016-04-01,109.99,102.65166666666667,0.0
454,2016-03-31,108.99,103.27333333333333,0.0
455,2016-03-30,109.56,103.84166666666665,0.0
456,2016-03-29,107.68,104.31699999999998,0.0
457,2016-03-28,105.19,104.73033333333332,0.0
458,2016-03-24,105.67,105.16199999999999,0.0
459,2016-03-23,106.13,105.59166666666667,0.0
460,2016-03-22,106.72,106.00933333333333,0.0
461,2016-03-21,105.91,106.36699999999999,0.0
462,2016-03-18,105.92,106.77633333333333,0.0
463,2016-03-17,105.8,107.17833333333334,0.0
464,2016-03-16,105.97,107.54966666666668,0.0
465,2016-03-15,104.58,107.775,0.0
466,2016-03-14,102.52,107.714,0.0
467,2016-03-11,102.26,107.62000000000002,0.0
468,2016-03-10,101.17,107.46966666666668,0.0
469,2016-03-09,101.12,107.30800000000002,0.0
470,2016-03-08,101.03,107.10466666666669,0.0
471,2016-03-07,101.87,106.9366666666667,0.0
472,2016-03-04,103.01,106.7876666666667,0.0
473,2016-03-03,101.5,106.50933333333337,0.0
474,2016-03-02,100.75,106.13100000000004,0.0
475,2016-03-01,100.53,105.74733333333339,0.0
476,2016-02-29,96.69,105.28900000000004,0.0
477,2016-02-26,96.91,104.88533333333338,0.0
478,2016-02-25,96.76,104.48866666666672,0.0
479,2016-02-24,96.1,104.07400000000005,0.0
480,2016-02-23,94.69,103.53166666666672,0.0
481,2016-02-22,96.88,103.10066666666673,0.0
482,2016-02-19,96.04,102.59800000000006,0.0
483,2016-02-18,96.26,102.14033333333342,0.0
484,2016-02-17,98.12,101.77800000000008,0.0
485,2016-02-16,96.64,101.34733333333341,0.0
486,2016-02-12,93.99,100.89100000000008,0.0
487,2016-02-11,93.7,100.50800000000007,0.0
488,2016-02-10,94.27,100.12800000000007,0.0
489,2016-02-09,94.99,99.75666666666672,0.0
490,2016-02-08,95.01,99.3663333333334,0.0
491,2016-02-05,94.02,98.97000000000007,0.0
492,2016-02-04,96.6,98.65933333333341,0.0
493,2016-02-03,96.35,98.3443333333334,0.0
494,2016-02-02,94.48,97.9613333333334,0.0
495,2016-02-01,96.43,97.68966666666672,0.0
496,2016-01-29,97.34,97.51700000000007,0.0
497,2016-01-28,94.09,97.24466666666673,0.0
498,2016-01-27,93.42,96.9863333333334,0.0
499,2016-01-26,99.99,96.94866666666672,0.0
500,2016-01-25,99.44,96.89566666666673,0.0
501,2016-01-22,101.42,96.88066666666673,0.0
502,2016-01-21,96.3,96.65700000000007,0.0
503,2016-01-20,96.79,96.50000000000006,0.0
504,2016-01-19,96.66,96.36366666666672,0.0
505,2016-01-15,97.13,96.25033333333339,0.0
506,2016-01-14,99.52,96.34466666666671,0.0
507,2016-01-13,97.39,96.36066666666672,0.0
508,2016-01-12,99.96,96.46733333333337,0.0
509,2016-01-11,98.53,96.54833333333339,0.0
510,2016-01-08,96.96,96.62400000000005,0.0
511,2016-01-07,96.45,96.60966666666671,0.0
512,2016-01-06,100.7,96.76500000000004,0.0
513,2016-01-05,102.71,96.98000000000003,0.0
514,2016-01-04,105.35,97.22100000000003,0.0
515,2015-12-31,105.26,97.50833333333338,0.0
516,2015-12-30,107.32,97.95266666666673,0.0
517,2015-12-29,108.74,98.45400000000005,0.0
518,2015-12-28,106.82,98.8723333333334,0.0
519,2015-12-24,108.03,99.30700000000007,0.0
520,2015-12-23,108.61,99.7603333333334,0.0
521,2015-12-22,107.23,100.20066666666675,0.0
522,2015-12-21,107.33,100.55833333333341,0.0
523,2015-12-18,106.03,100.88100000000009,0.0
524,2015-12-17,108.98,101.36433333333342,0.0
525,2015-12-16,111.34,101.86133333333343,0.0
526,2015-12-15,110.49,102.29966666666675,0.0
527,2015-12-14,112.48,102.91266666666675,0.0
528,2015-12-11,113.18,103.5713333333334,0.0
529,2015-12-10,116.17,104.11066666666675,0.0
530,2015-12-09,115.62,104.65000000000008,0.0
531,2015-12-08,118.23,105.21033333333341,0.0
532,2015-12-07,118.28,105.94300000000007,0.0
533,2015-12-04,119.03,106.68433333333341,0.0
534,2015-12-03,115.2,107.30233333333341,0.0
535,2015-12-02,116.28,107.94066666666676,0.0
536,2015-12-01,117.34,108.53466666666675,0.0
537,2015-11-30,118.3,109.23166666666677,0.0
538,2015-11-27,117.81,109.82666666666677,0.0
539,2015-11-25,118.03,110.47666666666676,0.0
540,2015-11-24,118.88,111.20733333333344,0.0
541,2015-11-23,117.75,111.91733333333345,0.0
542,2015-11-20,119.3,112.53733333333345,0.0
543,2015-11-19,118.78,113.07300000000012,0.0
544,2015-11-18,117.29,113.47100000000013,0.0
545,2015-11-17,113.69,113.75200000000012,0.0
546,2015-11-16,114.175,113.98050000000012,0.0
547,2015-11-13,112.34,114.10050000000014,0.0
548,2015-11-12,115.72,114.39716666666679,0.0
549,2015-11-11,116.11,114.66650000000011,0.0
550,2015-11-10,116.77,114.93850000000012,0.0
551,2015-11-09,120.57,115.38316666666678,0.0
552,2015-11-06,121.06,115.84083333333345,0.0
553,2015-11-05,120.92,116.33716666666677,0.0
554,2015-11-04,122.0,116.77116666666679,0.0
555,2015-11-03,122.57,117.14550000000011,0.0
556,2015-11-02,121.18,117.50183333333345,0.0
557,2015-10-30,119.5,117.73583333333345,0.0
558,2015-10-29,120.53,117.98083333333346,0.0
559,2015-10-28,119.27,118.08416666666679,0.0
560,2015-10-27,114.55,118.04850000000013,0.0
561,2015-10-26,115.28,117.9501666666668,0.0
562,2015-10-23,119.08,117.97683333333346,0.0
563,2015-10-22,115.5,117.8591666666668,0.0
564,2015-10-21,113.76,117.81116666666681,0.0
565,2015-10-20,113.77,117.72750000000013,0.0
566,2015-10-19,111.73,117.54050000000012,0.0
567,2015-10-16,111.04,117.29850000000012,0.0
568,2015-10-15,111.86,117.1001666666668,0.0
569,2015-10-14,110.21,116.83950000000011,0.0
570,2015-10-13,111.79,116.60316666666678,0.0
571,2015-10-12,111.6,116.39816666666678,0.0
