,Initial Cash Balance,Percent Returns,Prop,Proportion Sell,Proportion Spent,Ticker,Timeperiod,Total Returns,Unique ID
0,10000.0,5.733939538913786,0.15000000000000002,0.1,1.0000000000000002,AAPL,6.0,,6_0.15_0.1_1.0
0,10000.0,5.446350397243562,0.15000000000000002,0.1,0.7000000000000001,AAPL,6.0,,6_0.15_0.1_0.7
0,10000.0,5.177038030887869,0.15000000000000002,0.1,0.4,AAPL,6.0,,6_0.15_0.1_0.4
0,10000.0,4.556464030297866,0.15000000000000002,0.1,0.1,AAPL,6.0,,6_0.15_0.1_0.1
0,10000.0,0.776512271983142,0.1,1.0000000000000002,1.0000000000000002,AAPL,6.0,,6_0.1_1.0_1.0
0,10000.0,1.124002235189937,0.1,1.0000000000000002,0.7000000000000001,AAPL,6.0,,6_0.1_1.0_0.7
0,10000.0,1.7739247434260557,0.1,1.0000000000000002,0.4,AAPL,6.0,,6_0.1_1.0_0.4
0,10000.0,2.2105402028493146,0.1,1.0000000000000002,0.1,AAPL,6.0,,6_0.1_1.0_0.1
0,10000.0,0.7551335268146759,0.1,0.7000000000000001,1.0000000000000002,AAPL,6.0,,6_0.1_0.7_1.0
0,10000.0,1.0925495166692702,0.1,0.7000000000000001,0.7000000000000001,AAPL,6.0,,6_0.1_0.7_0.7
0,10000.0,1.7521797094042681,0.1,0.7000000000000001,0.4,AAPL,6.0,,6_0.1_0.7_0.4
0,10000.0,2.2778631142164296,0.1,0.7000000000000001,0.1,AAPL,6.0,,6_0.1_0.7_0.1
0,10000.0,1.1316194085965512,0.1,0.4,1.0000000000000002,AAPL,6.0,,6_0.1_0.4_1.0
0,10000.0,1.5500640241037382,0.1,0.4,0.7000000000000001,AAPL,6.0,,6_0.1_0.4_0.7
0,10000.0,2.3633979985817155,0.1,0.4,0.4,AAPL,6.0,,6_0.1_0.4_0.4
0,10000.0,2.8583819734609017,0.1,0.4,0.1,AAPL,6.0,,6_0.1_0.4_0.1
0,10000.0,3.558610390117457,0.1,0.1,1.0000000000000002,AAPL,6.0,,6_0.1_0.1_1.0
0,10000.0,4.108414850900824,0.1,0.1,0.7000000000000001,AAPL,6.0,,6_0.1_0.1_0.7
0,10000.0,5.20083100315946,0.1,0.1,0.4,AAPL,6.0,,6_0.1_0.1_0.4
0,10000.0,6.051593113375828,0.1,0.1,0.1,AAPL,6.0,,6_0.1_0.1_0.1
0,10000.0,2.814811588992489,0.25000000000000006,1.0000000000000002,1.0000000000000002,AAPL,5.0,,5_0.25_1.0_1.0
0,10000.0,2.9390030869479253,0.25000000000000006,1.0000000000000002,0.7000000000000001,AAPL,5.0,,5_0.25_1.0_0.7
0,10000.0,3.484034101607481,0.25000000000000006,1.0000000000000002,0.4,AAPL,5.0,,5_0.25_1.0_0.4
0,10000.0,3.032618726007552,0.25000000000000006,1.0000000000000002,0.1,AAPL,5.0,,5_0.25_1.0_0.1
0,10000.0,3.1618326026776296,0.25000000000000006,0.7000000000000001,1.0000000000000002,AAPL,5.0,,5_0.25_0.7_1.0
0,10000.0,3.2777017125659733,0.25000000000000006,0.7000000000000001,0.7000000000000001,AAPL,5.0,,5_0.25_0.7_0.7
0,10000.0,3.786208813050451,0.25000000000000006,0.7000000000000001,0.4,AAPL,5.0,,5_0.25_0.7_0.4
0,10000.0,3.365043929610166,0.25000000000000006,0.7000000000000001,0.1,AAPL,5.0,,5_0.25_0.7_0.1
0,10000.0,4.018023183612222,0.25000000000000006,0.4,1.0000000000000002,AAPL,5.0,,5_0.25_0.4_1.0
0,10000.0,4.100768424302439,0.25000000000000006,0.4,0.7000000000000001,AAPL,5.0,,5_0.25_0.4_0.7
0,10000.0,4.463906990420878,0.25000000000000006,0.4,0.4,AAPL,5.0,,5_0.25_0.4_0.4
0,10000.0,4.163141845300523,0.25000000000000006,0.4,0.1,AAPL,5.0,,5_0.25_0.4_0.1
0,10000.0,5.383383331796264,0.25000000000000006,0.1,1.0000000000000002,AAPL,5.0,,5_0.25_0.1_1.0
0,10000.0,5.408203035501829,0.25000000000000006,0.1,0.7000000000000001,AAPL,5.0,,5_0.25_0.1_0.7
0,10000.0,5.51712863371876,0.25000000000000006,0.1,0.4,AAPL,5.0,,5_0.25_0.1_0.4
0,10000.0,5.426912473078623,0.25000000000000006,0.1,0.1,AAPL,5.0,,5_0.25_0.1_0.1
0,10000.0,2.814811588992489,0.20000000000000004,1.0000000000000002,1.0000000000000002,AAPL,5.0,,5_0.2_1.0_1.0
0,10000.0,2.9406336406385796,0.20000000000000004,1.0000000000000002,0.7000000000000001,AAPL,5.0,,5_0.2_1.0_0.7
0,10000.0,3.5553199034878387,0.20000000000000004,1.0000000000000002,0.4,AAPL,5.0,,5_0.2_1.0_0.4
0,10000.0,3.3783711637675644,0.20000000000000004,1.0000000000000002,0.1,AAPL,5.0,,5_0.2_1.0_0.1
0,10000.0,2.914536800944126,0.20000000000000004,0.7000000000000001,1.0000000000000002,AAPL,5.0,,5_0.2_0.7_1.0
0,10000.0,3.0376335211271956,0.20000000000000004,0.7000000000000001,0.7000000000000001,AAPL,5.0,,5_0.2_0.7_0.7
0,10000.0,3.639005553361764,0.20000000000000004,0.7000000000000001,0.4,AAPL,5.0,,5_0.2_0.7_0.4
0,10000.0,3.4658895596617025,0.20000000000000004,0.7000000000000001,0.1,AAPL,5.0,,5_0.2_0.7_0.1
0,10000.0,3.4527756367927855,0.20000000000000004,0.4,1.0000000000000002,AAPL,5.0,,5_0.2_0.4_1.0
0,10000.0,3.549650295375559,0.20000000000000004,0.4,0.7000000000000001,AAPL,5.0,,5_0.2_0.4_0.7
0,10000.0,4.02291806577035,0.20000000000000004,0.4,0.4,AAPL,5.0,,5_0.2_0.4_0.4
0,10000.0,3.8866792386109426,0.20000000000000004,0.4,0.1,AAPL,5.0,,5_0.2_0.4_0.1
0,10000.0,5.065431586710331,0.20000000000000004,0.1,1.0000000000000002,AAPL,5.0,,5_0.2_0.1_1.0
0,10000.0,5.09791380656333,0.20000000000000004,0.1,0.7000000000000001,AAPL,5.0,,5_0.2_0.1_0.7
0,10000.0,5.256602631714053,0.20000000000000004,0.1,0.4,AAPL,5.0,,5_0.2_0.1_0.4
0,10000.0,5.210921206101067,0.20000000000000004,0.1,0.1,AAPL,5.0,,5_0.2_0.1_0.1
0,10000.0,5.535660588504965,0.15000000000000002,1.0000000000000002,1.0000000000000002,AAPL,5.0,,5_0.15_1.0_1.0
0,10000.0,5.435414521049379,0.15000000000000002,1.0000000000000002,0.7000000000000001,AAPL,5.0,,5_0.15_1.0_0.7
0,10000.0,6.025110075199639,0.15000000000000002,1.0000000000000002,0.4,AAPL,5.0,,5_0.15_1.0_0.4
0,10000.0,4.314632373638396,0.15000000000000002,1.0000000000000002,0.1,AAPL,5.0,,5_0.15_1.0_0.1
0,10000.0,5.506294993733249,0.15000000000000002,0.7000000000000001,1.0000000000000002,AAPL,5.0,,5_0.15_0.7_1.0
0,10000.0,5.195542971257132,0.15000000000000002,0.7000000000000001,0.7000000000000001,AAPL,5.0,,5_0.15_0.7_0.7
0,10000.0,5.41128754362234,0.15000000000000002,0.7000000000000001,0.4,AAPL,5.0,,5_0.15_0.7_0.4
0,10000.0,4.035453880364002,0.15000000000000002,0.7000000000000001,0.1,AAPL,5.0,,5_0.15_0.7_0.1
0,10000.0,5.278123274359323,0.15000000000000002,0.4,1.0000000000000002,AAPL,5.0,,5_0.15_0.4_1.0
0,10000.0,4.87126899410772,0.15000000000000002,0.4,0.7000000000000001,AAPL,5.0,,5_0.15_0.4_0.7
0,10000.0,4.856924200167557,0.15000000000000002,0.4,0.4,AAPL,5.0,,5_0.15_0.4_0.4
0,10000.0,3.8412707930707612,0.15000000000000002,0.4,0.1,AAPL,5.0,,5_0.15_0.4_0.1
0,10000.0,5.5069552330222065,0.15000000000000002,0.1,1.0000000000000002,AAPL,5.0,,5_0.15_0.1_1.0
0,10000.0,5.305035272033048,0.15000000000000002,0.1,0.7000000000000001,AAPL,5.0,,5_0.15_0.1_0.7
0,10000.0,5.238413779547655,0.15000000000000002,0.1,0.4,AAPL,5.0,,5_0.15_0.1_0.4
0,10000.0,4.76858491966199,0.15000000000000002,0.1,0.1,AAPL,5.0,,5_0.15_0.1_0.1
0,10000.0,2.0708051819367035,0.1,1.0000000000000002,1.0000000000000002,AAPL,5.0,,5_0.1_1.0_1.0
0,10000.0,1.9038728922770123,0.1,1.0000000000000002,0.7000000000000001,AAPL,5.0,,5_0.1_1.0_0.7
0,10000.0,1.94636094564503,0.1,1.0000000000000002,0.4,AAPL,5.0,,5_0.1_1.0_0.4
0,10000.0,1.7578805889638862,0.1,1.0000000000000002,0.1,AAPL,5.0,,5_0.1_1.0_0.1
0,10000.0,2.151324617722224,0.1,0.7000000000000001,1.0000000000000002,AAPL,5.0,,5_0.1_0.7_1.0
0,10000.0,2.08983071321118,0.1,0.7000000000000001,0.7000000000000001,AAPL,5.0,,5_0.1_0.7_0.7
0,10000.0,2.214735368758801,0.1,0.7000000000000001,0.4,AAPL,5.0,,5_0.1_0.7_0.4
0,10000.0,1.9229175042588416,0.1,0.7000000000000001,0.1,AAPL,5.0,,5_0.1_0.7_0.1
0,10000.0,2.679169694441369,0.1,0.4,1.0000000000000002,AAPL,5.0,,5_0.1_0.4_1.0
0,10000.0,2.7379003811516935,0.1,0.4,0.7000000000000001,AAPL,5.0,,5_0.1_0.4_0.7
0,10000.0,2.954070584825856,0.1,0.4,0.4,AAPL,5.0,,5_0.1_0.4_0.4
0,10000.0,2.5233445389347695,0.1,0.4,0.1,AAPL,5.0,,5_0.1_0.4_0.1
0,10000.0,4.610751626854792,0.1,0.1,1.0000000000000002,AAPL,5.0,,5_0.1_0.1_1.0
0,10000.0,4.8062695501850525,0.1,0.1,0.7000000000000001,AAPL,5.0,,5_0.1_0.1_0.7
0,10000.0,5.249105960922155,0.1,0.1,0.4,AAPL,5.0,,5_0.1_0.1_0.4
0,10000.0,5.52855051989721,0.1,0.1,0.1,AAPL,5.0,,5_0.1_0.1_0.1
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,1.0000000000000002,AAPL,4.0,,4_0.25_1.0_1.0
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,0.7000000000000001,AAPL,4.0,,4_0.25_1.0_0.7
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,0.4,AAPL,4.0,,4_0.25_1.0_0.4
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,0.1,AAPL,4.0,,4_0.25_1.0_0.1
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,1.0000000000000002,AAPL,4.0,,4_0.25_0.7_1.0
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,0.7000000000000001,AAPL,4.0,,4_0.25_0.7_0.7
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,0.4,AAPL,4.0,,4_0.25_0.7_0.4
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,0.1,AAPL,4.0,,4_0.25_0.7_0.1
0,10000.0,5.951652173913044,0.25000000000000006,0.4,1.0000000000000002,AAPL,4.0,,4_0.25_0.4_1.0
0,10000.0,5.951652173913044,0.25000000000000006,0.4,0.7000000000000001,AAPL,4.0,,4_0.25_0.4_0.7
0,10000.0,5.951652173913044,0.25000000000000006,0.4,0.4,AAPL,4.0,,4_0.25_0.4_0.4
0,10000.0,5.951652173913044,0.25000000000000006,0.4,0.1,AAPL,4.0,,4_0.25_0.4_0.1
0,10000.0,5.951652173913044,0.25000000000000006,0.1,1.0000000000000002,AAPL,4.0,,4_0.25_0.1_1.0
0,10000.0,5.951652173913044,0.25000000000000006,0.1,0.7000000000000001,AAPL,4.0,,4_0.25_0.1_0.7
0,10000.0,5.951652173913044,0.25000000000000006,0.1,0.4,AAPL,4.0,,4_0.25_0.1_0.4
0,10000.0,5.951652173913044,0.25000000000000006,0.1,0.1,AAPL,4.0,,4_0.25_0.1_0.1
0,10000.0,4.043093009643758,0.20000000000000004,1.0000000000000002,1.0000000000000002,AAPL,4.0,,4_0.2_1.0_1.0
0,10000.0,4.278758322277453,0.20000000000000004,1.0000000000000002,0.7000000000000001,AAPL,4.0,,4_0.2_1.0_0.7
0,10000.0,5.139143520739061,0.20000000000000004,1.0000000000000002,0.4,AAPL,4.0,,4_0.2_1.0_0.4
0,10000.0,4.5002639587321855,0.20000000000000004,1.0000000000000002,0.1,AAPL,4.0,,4_0.2_1.0_0.1
0,10000.0,4.127628743131889,0.20000000000000004,0.7000000000000001,1.0000000000000002,AAPL,4.0,,4_0.2_0.7_1.0
0,10000.0,4.21682359023082,0.20000000000000004,0.7000000000000001,0.7000000000000001,AAPL,4.0,,4_0.2_0.7_0.7
0,10000.0,4.85462014959183,0.20000000000000004,0.7000000000000001,0.4,AAPL,4.0,,4_0.2_0.7_0.4
0,10000.0,4.187092179262224,0.20000000000000004,0.7000000000000001,0.1,AAPL,4.0,,4_0.2_0.7_0.1
0,10000.0,4.71935086656999,0.20000000000000004,0.4,1.0000000000000002,AAPL,4.0,,4_0.2_0.4_1.0
0,10000.0,4.639205279170296,0.20000000000000004,0.4,0.7000000000000001,AAPL,4.0,,4_0.2_0.4_0.7
0,10000.0,4.958974356010034,0.20000000000000004,0.4,0.4,AAPL,4.0,,4_0.2_0.4_0.4
0,10000.0,4.354543388624414,0.20000000000000004,0.4,0.1,AAPL,4.0,,4_0.2_0.4_0.1
0,10000.0,5.618294604456464,0.20000000000000004,0.1,1.0000000000000002,AAPL,4.0,,4_0.2_0.1_1.0
0,10000.0,5.54352535330445,0.20000000000000004,0.1,0.7000000000000001,AAPL,4.0,,4_0.2_0.1_0.7
0,10000.0,5.596049527020338,0.20000000000000004,0.1,0.4,AAPL,4.0,,4_0.2_0.1_0.4
0,10000.0,5.364921761135981,0.20000000000000004,0.1,0.1,AAPL,4.0,,4_0.2_0.1_0.1
0,10000.0,3.20712090882802,0.15000000000000002,1.0000000000000002,1.0000000000000002,AAPL,4.0,,4_0.15_1.0_1.0
0,10000.0,3.495964449769138,0.15000000000000002,1.0000000000000002,0.7000000000000001,AAPL,4.0,,4_0.15_1.0_0.7
0,10000.0,4.492632762831103,0.15000000000000002,1.0000000000000002,0.4,AAPL,4.0,,4_0.15_1.0_0.4
0,10000.0,4.335435069294755,0.15000000000000002,1.0000000000000002,0.1,AAPL,4.0,,4_0.15_1.0_0.1
0,10000.0,3.1456612757208937,0.15000000000000002,0.7000000000000001,1.0000000000000002,AAPL,4.0,,4_0.15_0.7_1.0
0,10000.0,3.372958776486039,0.15000000000000002,0.7000000000000001,0.7000000000000001,AAPL,4.0,,4_0.15_0.7_0.7
0,10000.0,4.180806000850839,0.15000000000000002,0.7000000000000001,0.4,AAPL,4.0,,4_0.15_0.7_0.4
0,10000.0,3.8448447022879146,0.15000000000000002,0.7000000000000001,0.1,AAPL,4.0,,4_0.15_0.7_0.1
0,10000.0,3.2140651740754134,0.15000000000000002,0.4,1.0000000000000002,AAPL,4.0,,4_0.15_0.4_1.0
0,10000.0,3.3691657350034534,0.15000000000000002,0.4,0.7000000000000001,AAPL,4.0,,4_0.15_0.4_0.7
0,10000.0,3.9568654877917826,0.15000000000000002,0.4,0.4,AAPL,4.0,,4_0.15_0.4_0.4
0,10000.0,3.528104326323196,0.15000000000000002,0.4,0.1,AAPL,4.0,,4_0.15_0.4_0.1
0,10000.0,4.700170768102342,0.15000000000000002,0.1,1.0000000000000002,AAPL,4.0,,4_0.15_0.1_1.0
0,10000.0,4.736714370922514,0.15000000000000002,0.1,0.7000000000000001,AAPL,4.0,,4_0.15_0.1_0.7
0,10000.0,4.900606263809097,0.15000000000000002,0.1,0.4,AAPL,4.0,,4_0.15_0.1_0.4
0,10000.0,4.6104231246213745,0.15000000000000002,0.1,0.1,AAPL,4.0,,4_0.15_0.1_0.1
0,10000.0,3.292240271886595,0.1,1.0000000000000002,1.0000000000000002,AAPL,4.0,,4_0.1_1.0_1.0
0,10000.0,2.893463461332611,0.1,1.0000000000000002,0.7000000000000001,AAPL,4.0,,4_0.1_1.0_0.7
0,10000.0,2.772341839921048,0.1,1.0000000000000002,0.4,AAPL,4.0,,4_0.1_1.0_0.4
0,10000.0,1.9250449270637782,0.1,1.0000000000000002,0.1,AAPL,4.0,,4_0.1_1.0_0.1
0,10000.0,4.519892637730862,0.1,0.7000000000000001,1.0000000000000002,AAPL,4.0,,4_0.1_0.7_1.0
0,10000.0,4.0086560430059635,0.1,0.7000000000000001,0.7000000000000001,AAPL,4.0,,4_0.1_0.7_0.7
0,10000.0,3.690735132442421,0.1,0.7000000000000001,0.4,AAPL,4.0,,4_0.1_0.7_0.4
0,10000.0,2.193448247523151,0.1,0.7000000000000001,0.1,AAPL,4.0,,4_0.1_0.7_0.1
0,10000.0,5.723890835859176,0.1,0.4,1.0000000000000002,AAPL,4.0,,4_0.1_0.4_1.0
0,10000.0,5.234894360182882,0.1,0.4,0.7000000000000001,AAPL,4.0,,4_0.1_0.4_0.7
0,10000.0,4.993740762075949,0.1,0.4,0.4,AAPL,4.0,,4_0.1_0.4_0.4
0,10000.0,3.1150355502518314,0.1,0.4,0.1,AAPL,4.0,,4_0.1_0.4_0.1
0,10000.0,6.31273972553936,0.1,0.1,1.0000000000000002,AAPL,4.0,,4_0.1_0.1_1.0
0,10000.0,6.187392161810626,0.1,0.1,0.7000000000000001,AAPL,4.0,,4_0.1_0.1_0.7
0,10000.0,6.407688528954195,0.1,0.1,0.4,AAPL,4.0,,4_0.1_0.1_0.4
0,10000.0,5.682931169440119,0.1,0.1,0.1,AAPL,4.0,,4_0.1_0.1_0.1
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,1.0000000000000002,AAPL,3.0,,3_0.25_1.0_1.0
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,0.7000000000000001,AAPL,3.0,,3_0.25_1.0_0.7
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,0.4,AAPL,3.0,,3_0.25_1.0_0.4
0,10000.0,5.951652173913044,0.25000000000000006,1.0000000000000002,0.1,AAPL,3.0,,3_0.25_1.0_0.1
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,1.0000000000000002,AAPL,3.0,,3_0.25_0.7_1.0
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,0.7000000000000001,AAPL,3.0,,3_0.25_0.7_0.7
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,0.4,AAPL,3.0,,3_0.25_0.7_0.4
0,10000.0,5.951652173913044,0.25000000000000006,0.7000000000000001,0.1,AAPL,3.0,,3_0.25_0.7_0.1
0,10000.0,5.951652173913044,0.25000000000000006,0.4,1.0000000000000002,AAPL,3.0,,3_0.25_0.4_1.0
0,10000.0,5.951652173913044,0.25000000000000006,0.4,0.7000000000000001,AAPL,3.0,,3_0.25_0.4_0.7
0,10000.0,5.951652173913044,0.25000000000000006,0.4,0.4,AAPL,3.0,,3_0.25_0.4_0.4
0,10000.0,5.951652173913044,0.25000000000000006,0.4,0.1,AAPL,3.0,,3_0.25_0.4_0.1
0,10000.0,5.951652173913044,0.25000000000000006,0.1,1.0000000000000002,AAPL,3.0,,3_0.25_0.1_1.0
0,10000.0,5.951652173913044,0.25000000000000006,0.1,0.7000000000000001,AAPL,3.0,,3_0.25_0.1_0.7
0,10000.0,5.951652173913044,0.25000000000000006,0.1,0.4,AAPL,3.0,,3_0.25_0.1_0.4
0,10000.0,5.951652173913044,0.25000000000000006,0.1,0.1,AAPL,3.0,,3_0.25_0.1_0.1
0,10000.0,5.951652173913044,0.20000000000000004,1.0000000000000002,1.0000000000000002,AAPL,3.0,,3_0.2_1.0_1.0
0,10000.0,5.951652173913044,0.20000000000000004,1.0000000000000002,0.7000000000000001,AAPL,3.0,,3_0.2_1.0_0.7
0,10000.0,5.951652173913044,0.20000000000000004,1.0000000000000002,0.4,AAPL,3.0,,3_0.2_1.0_0.4
0,10000.0,5.951652173913044,0.20000000000000004,1.0000000000000002,0.1,AAPL,3.0,,3_0.2_1.0_0.1
0,10000.0,5.951652173913044,0.20000000000000004,0.7000000000000001,1.0000000000000002,AAPL,3.0,,3_0.2_0.7_1.0
0,10000.0,5.951652173913044,0.20000000000000004,0.7000000000000001,0.7000000000000001,AAPL,3.0,,3_0.2_0.7_0.7
0,10000.0,5.951652173913044,0.20000000000000004,0.7000000000000001,0.4,AAPL,3.0,,3_0.2_0.7_0.4
0,10000.0,5.951652173913044,0.20000000000000004,0.7000000000000001,0.1,AAPL,3.0,,3_0.2_0.7_0.1
0,10000.0,5.951652173913044,0.20000000000000004,0.4,1.0000000000000002,AAPL,3.0,,3_0.2_0.4_1.0
0,10000.0,5.951652173913044,0.20000000000000004,0.4,0.7000000000000001,AAPL,3.0,,3_0.2_0.4_0.7
0,10000.0,5.951652173913044,0.20000000000000004,0.4,0.4,AAPL,3.0,,3_0.2_0.4_0.4
0,10000.0,5.951652173913044,0.20000000000000004,0.4,0.1,AAPL,3.0,,3_0.2_0.4_0.1
0,10000.0,5.951652173913044,0.20000000000000004,0.1,1.0000000000000002,AAPL,3.0,,3_0.2_0.1_1.0
0,10000.0,5.951652173913044,0.20000000000000004,0.1,0.7000000000000001,AAPL,3.0,,3_0.2_0.1_0.7
0,10000.0,5.951652173913044,0.20000000000000004,0.1,0.4,AAPL,3.0,,3_0.2_0.1_0.4
0,10000.0,5.951652173913044,0.20000000000000004,0.1,0.1,AAPL,3.0,,3_0.2_0.1_0.1
0,10000.0,2.814811588992489,0.15000000000000002,1.0000000000000002,1.0000000000000002,AAPL,3.0,,3_0.15_1.0_1.0
0,10000.0,3.1142482204828443,0.15000000000000002,1.0000000000000002,0.7000000000000001,AAPL,3.0,,3_0.15_1.0_0.7
0,10000.0,3.61425385732281,0.15000000000000002,1.0000000000000002,0.4,AAPL,3.0,,3_0.15_1.0_0.4
0,10000.0,2.5059874931059545,0.15000000000000002,1.0000000000000002,0.1,AAPL,3.0,,3_0.15_1.0_0.1
0,10000.0,3.1618326026776296,0.15000000000000002,0.7000000000000001,1.0000000000000002,AAPL,3.0,,3_0.15_0.7_1.0
0,10000.0,3.4412032240965056,0.15000000000000002,0.7000000000000001,0.7000000000000001,AAPL,3.0,,3_0.15_0.7_0.7
